ReportingDate,user_id,Instrument,Amount,BuySell,Price,QuotedValue
2025-06-04 00:00:00.000,155999,"BTG                 ",2000.000000,Buy,24.240670,-45600.00
2025-06-04 00:00:00.000,155999,"COM7                ",2400.000000,Buy,21.157971,-45120.00
2025-06-04 00:00:00.000,155999,"CPF                 ",1800.000000,Buy,25.734372,-45000.00
2025-06-04 00:00:00.000,155999,"HANA                ",2600.000000,Buy,18.250046,-46280.00
2025-06-04 00:00:00.000,155999,"PRM                 ",8100.000000,Buy,5.665537,-46575.00
2025-06-04 00:00:00.000,155999,"STECON              ",6800.000000,Buy,7.420341,-50320.00
2025-06-04 00:00:00.000,155999,"TVO                 ",2000.000000,Buy,22.519260,-43400.00
2025-06-04 00:00:00.000,155999,"WHA                 ",15700.000000,Buy,3.135606,-49298.00
2025-06-04 00:00:00.000,157999,"BTG                 ",1900.000000,Buy,24.246458,-43320.00
2025-06-04 00:00:00.000,157999,"COM7                ",2300.000000,Buy,21.258287,-43240.00
2025-06-04 00:00:00.000,157999,"CPF                 ",1800.000000,Buy,25.677567,-45000.00
2025-06-04 00:00:00.000,157999,"HANA                ",2600.000000,Buy,18.149750,-46280.00
2025-06-04 00:00:00.000,157999,"PRM                 ",7800.000000,Buy,5.665538,-44850.00
2025-06-04 00:00:00.000,157999,"STECON              ",6500.000000,Buy,7.279195,-48100.00
2025-06-04 00:00:00.000,157999,"TVO                 ",1900.000000,Buy,22.357526,-41230.00
2025-06-04 00:00:00.000,157999,"WHA                 ",15200.000000,Buy,3.128976,-47728.00
2025-06-04 00:00:00.000,158999,"BTG                 ",39900.000000,Buy,24.188337,-909720.00
2025-06-04 00:00:00.000,158999,"COM7                ",47500.000000,Buy,21.169845,-893000.00
2025-06-04 00:00:00.000,158999,"CPF                 ",36400.000000,Buy,25.726155,-910000.00
2025-06-04 00:00:00.000,158999,"HANA                ",52500.000000,Buy,18.184345,-934500.00
